# gamma d2min std
4.000000000000024369e-03 6.575742760337752735e-01 4.461437622699940819e-01
5.999999999999955889e-03 6.649207954190340386e-01 4.585493033127913676e-01
8.000000000000048739e-03 6.673720648674243971e-01 4.849554976214459634e-01
9.999999999999981126e-03 6.665138771070077128e-01 4.855768115150664865e-01
1.200000000000007484e-02 6.726226216402304559e-01 5.063623206926308740e-01
1.400000000000000550e-02 6.725611452316130334e-01 5.479217195338574875e-01
1.599999999999993788e-02 6.801231959181660569e-01 5.479171858690780050e-01
1.800000000000002986e-02 6.800987043166035750e-01 5.551775533484467617e-01
1.999999999999996225e-02 6.736449221018779854e-01 5.160154748468044339e-01
2.200000000000005423e-02 6.809349945174401064e-01 5.685057740580292673e-01
2.399999999999998662e-02 6.935718786044035022e-01 5.391369223063653404e-01
2.600000000000007860e-02 6.888466421756628266e-01 5.312283386341991598e-01
2.800000000000001099e-02 6.885131423650568960e-01 5.419578378388999473e-01
2.999999999999993991e-02 7.007822637586805792e-01 5.624458643488309262e-01
3.200000000000003536e-02 7.004204418284406541e-01 6.019314837031619625e-01
3.399999999999996775e-02 7.046633608428031215e-01 5.858020213084909056e-01
3.600000000000005973e-02 7.038012709023830915e-01 5.742339764184061224e-01
3.799999999999999212e-02 7.245975871034564531e-01 6.212997486131141001e-01
3.999999999999992450e-02 7.263577053168401854e-01 6.394869228723375487e-01
4.200000000000001649e-02 7.326988441110321437e-01 6.343260231296730112e-01
4.399999999999994887e-02 7.390695328894413274e-01 6.485395199103604069e-01
4.600000000000004086e-02 7.520046003551137392e-01 6.890737215290866358e-01
4.799999999999997324e-02 7.483351460562658319e-01 6.670267169323823575e-01
5.000000000000006523e-02 7.679299888888889702e-01 7.096644643465077618e-01
5.199999999999999761e-02 7.662513180121527379e-01 7.188599626004362753e-01
5.399999999999993000e-02 7.790200647017043734e-01 7.363045378251515949e-01
5.600000000000002198e-02 7.880581429056187082e-01 7.422886828195676134e-01
5.799999999999994049e-02 8.094901786162405077e-01 8.662613973829095260e-01
6.000000000000003247e-02 8.048573387054135386e-01 8.455833286948352123e-01
6.199999999999997874e-02 8.325333418659249807e-01 8.528464431953447500e-01
6.400000000000007072e-02 8.633622746054292474e-01 9.851626912973480144e-01
6.600000000000000311e-02 8.693068316741634494e-01 9.583776956802332325e-01
6.799999999999993550e-02 8.840029237511837223e-01 9.958602088760618587e-01
7.000000000000002054e-02 9.104714513770517659e-01 1.055395341147892907e+00
7.199999999999996680e-02 9.294904051057449879e-01 1.097916262728924286e+00
7.400000000000006573e-02 9.348367854166667046e-01 1.108403425973703449e+00
7.599999999999998423e-02 9.505422579269253713e-01 1.108434816874124484e+00
7.800000000000006928e-02 9.830028170533460230e-01 1.200812256285513024e+00
8.000000000000000167e-02 1.002782522084122663e+00 1.219252523463524973e+00
8.199999999999993405e-02 1.041480214382102032e+00 1.284818183936336178e+00
8.400000000000003297e-02 1.049615434962910321e+00 1.334052309026713123e+00
8.599999999999997924e-02 1.093417976130445002e+00 1.417036911448953829e+00
8.800000000000005040e-02 1.121583348060684937e+00 1.495500136356783250e+00
8.999999999999998279e-02 1.161480794138652239e+00 1.640162008535499094e+00
9.200000000000008171e-02 1.227925821752683166e+00 1.848297300155036016e+00
9.400000000000001410e-02 1.277755619805476694e+00 1.891332827205022049e+00
9.599999999999994649e-02 1.362299400881865408e+00 2.071721864224838505e+00
9.800000000000003153e-02 1.424020421557370408e+00 2.246513099625429888e+00
9.999999999999996392e-02 1.584266393951231144e+00 2.685659579705027333e+00
1.020000000000000628e-01 1.642981302604166416e+00 2.864526134202282304e+00
1.039999999999999952e-01 1.806388509138257659e+00 3.339219365645806903e+00
1.060000000000000803e-01 2.012678899378550934e+00 3.936850752019025013e+00
1.080000000000000127e-01 2.203080062586805443e+00 4.438414520596675850e+00
1.099999999999999450e-01 2.388846195091540281e+00 4.893045828367746708e+00
1.120000000000000440e-01 2.556601295622237924e+00 5.222192542072187749e+00
1.139999999999999764e-01 2.849147150729955502e+00 5.932128260198307856e+00
1.160000000000000614e-01 3.170564692520912775e+00 6.625648289357348730e+00
1.179999999999999938e-01 3.891326860495580853e+00 8.177371918379039428e+00
1.200000000000000927e-01 4.587149188005050782e+00 9.861107417649332518e+00
1.220000000000000251e-01 5.139286693613872359e+00 1.105119551585748638e+01
1.239999999999999575e-01 5.632061601394807937e+00 1.220177891157982408e+01
1.260000000000000564e-01 6.046957932820391513e+00 1.332785219163368495e+01
1.279999999999999749e-01 6.353307031072443323e+00 1.407919583206129843e+01
1.300000000000000600e-01 6.613915363411456916e+00 1.463169577955488698e+01
1.320000000000000062e-01 6.813549253744476175e+00 1.516390601853940545e+01
1.340000000000000913e-01 7.057779800475456611e+00 1.577948558724000350e+01
1.360000000000000375e-01 7.212661606656407542e+00 1.612603985683779939e+01
1.379999999999999560e-01 7.388307462107402301e+00 1.653345230047279557e+01
1.400000000000000411e-01 7.571539540648675626e+00 1.683265109778605506e+01
1.419999999999999873e-01 7.672514699159564522e+00 1.709074976976606308e+01
1.440000000000000724e-01 7.759968012628236878e+00 1.721915529080152396e+01
1.460000000000000187e-01 7.827702872644412224e+00 1.736031510348308515e+01
1.480000000000001315e-01 7.952904724210859477e+00 1.759968268283731518e+01
1.500000000000000222e-01 8.041973445914219809e+00 1.782779091006074879e+01
1.519999999999999685e-01 8.260465510373261822e+00 1.845724280211596380e+01
1.540000000000000535e-01 8.444188298394097458e+00 1.877041693518365051e+01
1.559999999999999720e-01 8.734097643532987121e+00 1.939754329015240941e+01
1.580000000000000571e-01 9.154097671900645494e+00 2.030294139319583735e+01
1.600000000000000033e-01 9.415850243095013283e+00 2.087739832954074970e+01
1.620000000000001161e-01 9.676490500771386394e+00 2.163350226601865955e+01
1.640000000000000346e-01 9.821501172628630982e+00 2.194721440599140294e+01
1.659999999999999809e-01 9.941988465757180649e+00 2.225570126474049459e+01
1.680000000000000659e-01 1.012933109277343569e+01 2.247972183151490100e+01
1.699999999999999845e-01 1.031711633767755742e+01 2.297452898815216926e+01
1.719999999999999030e-01 1.056125550068852625e+01 2.362673262475767899e+01
1.740000000000000158e-01 1.076962195859177740e+01 2.416855526833813173e+01
1.759999999999999620e-01 1.097351430855823828e+01 2.458882297868495570e+01
1.780000000000000471e-01 1.118430233880011038e+01 2.508119760264230180e+01
1.799999999999999656e-01 1.141906191732560139e+01 2.568050776537560509e+01
1.820000000000000784e-01 1.152516157544783937e+01 2.587789277336609217e+01
1.839999999999999969e-01 1.167749387263060079e+01 2.616363207677030545e+01
1.859999999999999987e-01 1.175747861479837297e+01 2.634077498375118154e+01
1.880000000000000282e-01 1.195054850562658011e+01 2.684544139781269223e+01
1.899999999999999467e-01 1.212805896559146390e+01 2.722153867704411923e+01
1.920000000000000595e-01 1.231198055978337891e+01 2.763481385905757293e+01
1.939999999999999780e-01 1.256247822758049359e+01 2.829575093133403740e+01
1.960000000000000631e-01 1.271442858808593712e+01 2.857045406461350368e+01
1.980000000000000093e-01 1.293869010924281859e+01 2.904709643442648570e+01
2.000000000000000111e-01 1.321497799256628447e+01 2.964632589782408090e+01
